,Unnamed: 0,id,label,chrom,start,end,Length,Hits,Hits per Kb,Reads,Hits_600_bp_upstream,Hits_600_bp_downstream,Neighbourhood Hits,Neighbourhood Index,Max Free Region,Freedom Index,target_seq_counts,600_bp_up_target_seq_counts,600_bp_down_target_seq_counts,target_per_bp,600_up_target_per_bp,600_down_target_per_bp,Hermes probability
146,158,CAGL0F00209g,0,ChrF_C_glabrata_CBS138,21347,24339,2993,22,7.35,507,5,6,542,0.068,1765,0.59,305,62,54,0.1019,0.1033,0.09,0.255
147,159,CAGL0F00341g,0,ChrF_C_glabrata_CBS138,37787,38429,643,62,96.42,2791,5,6,508,0.9490000000000001,127,0.198,53,61,60,0.0824,0.1017,0.1,0.005
148,160,CAGL0F00803g,0,ChrF_C_glabrata_CBS138,88417,91255,2839,20,7.04,704,20,10,291,0.121,806,0.284,217,32,66,0.0764,0.0533,0.11,0.035
149,161,CAGL0F00913g,0,ChrF_C_glabrata_CBS138,96837,100778,3942,26,6.6,625,16,14,295,0.11199999999999999,530,0.134,415,64,72,0.1053,0.1067,0.12,0.015
150,162,CAGL0F01265g,0,ChrF_C_glabrata_CBS138,131407,133795,2389,32,13.39,1130,48,24,590,0.114,390,0.163,190,53,52,0.0795,0.0883,0.0867,0.005
151,163,CAGL0F01419g,0,ChrF_C_glabrata_CBS138,142106,147398,5293,49,9.26,1179,23,51,636,0.073,658,0.124,482,43,37,0.0911,0.0717,0.0617,0.005
152,164,CAGL0F01463g,0,ChrF_C_glabrata_CBS138,147559,151370,3812,264,69.25,22527,19,7,524,0.6609999999999999,223,0.057999999999999996,284,59,18,0.0745,0.0983,0.03,0.025
153,165,CAGL0F01507g,0,ChrF_C_glabrata_CBS138,153557,155580,2024,8,3.95,223,13,20,482,0.040999999999999995,1253,0.619,139,40,58,0.0687,0.0667,0.0967,0.22
154,166,CAGL0F01837g,0,ChrF_C_glabrata_CBS138,181047,183119,2073,17,8.2,376,22,10,509,0.081,1511,0.7290000000000001,153,41,51,0.0738,0.0683,0.085,0.21
155,167,CAGL0F02079g,0,ChrF_C_glabrata_CBS138,199945,204992,5048,28,5.55,2316,2,23,411,0.067,3799,0.753,509,70,42,0.1008,0.1167,0.07,0.245
156,168,CAGL0F02431g,0,ChrF_C_glabrata_CBS138,233357,236731,3375,203,60.15,22902,126,12,1027,0.293,160,0.047,318,45,63,0.0942,0.075,0.105,0.02
157,169,CAGL0F02453g,0,ChrF_C_glabrata_CBS138,236535,238667,2133,52,24.38,1101,19,48,987,0.12300000000000001,180,0.084,230,61,57,0.1078,0.1017,0.095,0.005
158,170,CAGL0F02519g,0,ChrF_C_glabrata_CBS138,244847,247721,2875,40,13.91,2271,99,3,581,0.12,271,0.094,297,36,70,0.1033,0.06,0.1167,0.01
159,171,CAGL0F02607g,0,ChrF_C_glabrata_CBS138,253480,255809,2330,26,11.16,1286,6,3,620,0.09,571,0.245,261,60,66,0.11199999999999999,0.1,0.11,0.01
160,172,CAGL0F02717g,0,ChrF_C_glabrata_CBS138,261307,266114,4808,112,23.29,6464,67,2,429,0.271,367,0.076,377,45,74,0.0784,0.075,0.1233,0.045
161,173,CAGL0F02783g,0,ChrF_C_glabrata_CBS138,271504,275377,3874,52,13.42,2216,15,7,338,0.19899999999999998,588,0.152,393,48,59,0.1014,0.08,0.0983,0.0
162,174,CAGL0F03003g,0,ChrF_C_glabrata_CBS138,289857,293541,3685,47,12.75,1472,34,7,448,0.142,461,0.125,323,57,76,0.0877,0.095,0.1267,0.025
163,175,CAGL0F03025g,0,ChrF_C_glabrata_CBS138,295497,298647,3151,29,9.2,650,20,2,446,0.10300000000000001,393,0.125,287,59,75,0.0911,0.0983,0.125,0.03
164,176,CAGL0F03047g,0,ChrF_C_glabrata_CBS138,298521,301222,2702,25,9.25,1654,2,17,389,0.11900000000000001,371,0.13699999999999998,263,52,48,0.0973,0.0867,0.08,0.005
165,177,CAGL0F03069g,0,ChrF_C_glabrata_CBS138,301604,303207,1604,13,8.1,479,18,37,306,0.132,490,0.305,104,42,38,0.0648,0.07,0.0633,0.01
166,178,CAGL0F03245g,0,ChrF_C_glabrata_CBS138,316719,320639,3921,44,11.22,1705,7,3,266,0.21100000000000002,536,0.13699999999999998,406,65,73,0.1035,0.1083,0.1217,0.01
167,179,CAGL0F03619g,0,ChrF_C_glabrata_CBS138,352409,354565,2157,10,4.64,303,2,15,292,0.079,628,0.29100000000000004,216,59,59,0.1001,0.0983,0.0983,0.01
168,180,CAGL0F03641g,0,ChrF_C_glabrata_CBS138,354791,356059,1269,23,18.12,1701,13,11,252,0.36,324,0.255,82,50,44,0.0646,0.0833,0.0733,0.0
169,181,CAGL0F03883g,0,ChrF_C_glabrata_CBS138,374939,378011,3073,42,13.67,2497,0,3,125,0.547,377,0.12300000000000001,282,48,69,0.0918,0.08,0.115,0.005
170,182,CAGL0F04081g,0,ChrF_C_glabrata_CBS138,406037,408124,2088,12,5.75,426,1,9,380,0.076,380,0.182,199,69,79,0.0953,0.115,0.1317,0.025
171,183,CAGL0F04521g,0,ChrF_C_glabrata_CBS138,452426,454213,1788,14,7.83,242,9,14,414,0.095,355,0.19899999999999998,193,68,70,0.1079,0.1133,0.1167,0.02
172,184,CAGL0F04741g,0,ChrF_C_glabrata_CBS138,478084,479636,1553,9,5.8,99,24,1,387,0.075,548,0.353,154,80,63,0.0992,0.1333,0.105,0.015
173,186,CAGL0F05159g,0,ChrF_C_glabrata_CBS138,525064,527644,2581,13,5.04,47,9,0,377,0.067,617,0.239,264,73,64,0.1023,0.1217,0.1067,0.03
174,187,CAGL0F05621g,0,ChrF_C_glabrata_CBS138,564046,565497,1452,8,5.51,541,1,3,130,0.212,696,0.479,127,67,52,0.0875,0.1117,0.0867,0.05
175,188,CAGL0F05995g,0,ChrF_C_glabrata_CBS138,598227,600704,2478,12,4.84,160,9,42,321,0.075,525,0.212,222,71,44,0.0896,0.1183,0.0733,0.01
176,189,CAGL0F06039g,0,ChrF_C_glabrata_CBS138,602425,603664,1240,5,4.03,385,22,18,304,0.066,570,0.46,92,46,63,0.0742,0.0767,0.105,0.04
177,190,CAGL0F06237g,0,ChrF_C_glabrata_CBS138,618793,620159,1367,12,8.78,177,9,6,180,0.244,311,0.228,113,69,50,0.0827,0.115,0.0833,0.01
178,191,CAGL0F06501g,0,ChrF_C_glabrata_CBS138,640634,642252,1619,13,8.03,123,0,8,197,0.204,332,0.205,193,77,64,0.1192,0.1283,0.1067,0.005
179,192,CAGL0F06545g,0,ChrF_C_glabrata_CBS138,645184,646134,951,6,6.31,168,1,9,124,0.254,472,0.496,92,68,58,0.0967,0.1133,0.0967,0.12
180,193,CAGL0F06655g,0,ChrF_C_glabrata_CBS138,654680,658724,4045,23,5.69,582,3,7,155,0.183,682,0.16899999999999998,411,55,44,0.1016,0.0917,0.0733,0.015
181,194,CAGL0F06677g,0,ChrF_C_glabrata_CBS138,656199,657539,1341,7,5.22,122,2,4,135,0.193,435,0.324,116,67,78,0.0865,0.1117,0.13,0.04
182,195,CAGL0F06743g,0,ChrF_C_glabrata_CBS138,661154,663826,2673,5,1.87,20,10,0,98,0.095,927,0.34700000000000003,251,47,58,0.0939,0.0783,0.0967,0.085
183,196,CAGL0F06787g,0,ChrF_C_glabrata_CBS138,664722,666362,1641,7,4.27,62,3,0,103,0.207,667,0.406,147,56,22,0.0896,0.0933,0.0367,0.075
184,197,CAGL0F07315g,0,ChrF_C_glabrata_CBS138,712488,714434,1947,20,10.27,575,3,10,163,0.315,454,0.233,199,56,64,0.1022,0.0933,0.1067,0.0
185,198,CAGL0F07579g,0,ChrF_C_glabrata_CBS138,734516,735664,1149,4,3.48,40,6,16,356,0.049,622,0.541,96,51,52,0.0836,0.085,0.0867,0.17
186,199,CAGL0F07601g,0,ChrF_C_glabrata_CBS138,738216,739114,899,8,8.9,300,14,15,374,0.11900000000000001,314,0.349,70,53,52,0.0779,0.0883,0.0867,0.04
187,200,CAGL0F07667g,0,ChrF_C_glabrata_CBS138,744030,747903,3874,33,8.52,1679,5,10,293,0.145,812,0.21,356,69,61,0.0919,0.115,0.1017,0.0
188,201,CAGL0F07755g,0,ChrF_C_glabrata_CBS138,755237,757842,2606,4,1.53,44,3,2,126,0.061,2013,0.772,295,53,64,0.1132,0.0883,0.1067,0.3
189,202,CAGL0F07865g,0,ChrF_C_glabrata_CBS138,768200,772071,3872,14,3.62,452,3,12,124,0.146,914,0.23600000000000002,381,73,56,0.0984,0.1217,0.0933,0.005
190,203,CAGL0F07909g,0,ChrF_C_glabrata_CBS138,775259,780166,4908,8,1.63,146,4,4,178,0.046,1658,0.33799999999999997,524,60,57,0.1068,0.1,0.095,0.07
191,204,CAGL0F08019g,0,ChrF_C_glabrata_CBS138,790680,791783,1104,18,16.3,305,19,28,287,0.284,500,0.45299999999999996,88,48,61,0.0797,0.08,0.1017,0.03
192,205,CAGL0F08041g,0,ChrF_C_glabrata_CBS138,791784,796241,4458,46,10.32,2823,12,7,310,0.166,2998,0.672,358,39,38,0.0803,0.065,0.0633,0.295
193,206,CAGL0F08283g,0,ChrF_C_glabrata_CBS138,825615,827708,2094,4,1.91,77,5,2,181,0.053,1404,0.67,202,49,63,0.0965,0.0817,0.105,0.275
194,207,CAGL0F08371g,0,ChrF_C_glabrata_CBS138,832741,838285,5545,41,7.39,1336,10,0,157,0.235,2015,0.363,556,67,63,0.1003,0.1117,0.105,0.05
195,208,CAGL0F08723g,0,ChrF_C_glabrata_CBS138,864514,865808,1295,14,10.81,591,14,3,242,0.223,356,0.275,100,49,54,0.0772,0.0817,0.09,0.0
196,209,CAGL0F08833g,0,ChrF_C_glabrata_CBS138,873614,876734,3121,17,5.45,598,44,12,309,0.08800000000000001,680,0.218,273,48,70,0.0875,0.08,0.1167,0.005
197,210,CAGL0F09053g,0,ChrF_C_glabrata_CBS138,888734,891296,2563,27,10.53,894,8,30,312,0.16899999999999998,396,0.155,264,59,66,0.10300000000000001,0.0983,0.11,0.015
198,211,CAGL0F09097g,0,ChrF_C_glabrata_CBS138,898374,900626,2253,7,3.11,75,19,1,337,0.046,650,0.289,242,50,64,0.1074,0.0833,0.1067,0.05
199,212,CAGL0F09229g,0,ChrF_C_glabrata_CBS138,908155,910884,2730,12,4.4,362,1,3,150,0.147,856,0.314,293,53,62,0.1073,0.0883,0.1033,0.04
200,213,CAGL0G00242g,0,ChrG_C_glabrata_CBS138,18838,25074,6237,101,16.19,3863,42,79,1030,0.079,362,0.057999999999999996,616,42,29,0.0988,0.07,0.0483,0.015
201,214,CAGL0G00704g,0,ChrG_C_glabrata_CBS138,65748,67245,1498,25,16.69,267,25,19,657,0.127,351,0.23399999999999999,154,55,76,0.1028,0.0917,0.1267,0.03
202,215,CAGL0G00814g,0,ChrG_C_glabrata_CBS138,72277,74249,1973,14,7.1,760,19,57,587,0.06,634,0.321,158,56,46,0.0801,0.0933,0.0767,0.06
203,216,CAGL0G00858g,0,ChrG_C_glabrata_CBS138,74914,77681,2768,163,58.89,7852,49,45,508,0.58,143,0.052000000000000005,267,44,67,0.0965,0.0733,0.1117,0.0
204,217,CAGL0G01056g,0,ChrG_C_glabrata_CBS138,99523,101334,1812,39,21.52,1413,6,25,659,0.163,286,0.158,188,63,50,0.1038,0.105,0.0833,0.0
205,218,CAGL0G01320g,0,ChrG_C_glabrata_CBS138,123486,125487,2002,26,12.99,289,18,56,421,0.154,285,0.142,192,57,54,0.0959,0.095,0.09,0.0
206,219,CAGL0G01386g,0,ChrG_C_glabrata_CBS138,132003,134571,2569,38,14.79,1337,0,20,354,0.209,456,0.17800000000000002,237,49,52,0.0923,0.0817,0.0867,0.0
207,220,CAGL0G02035g,0,ChrG_C_glabrata_CBS138,179762,181562,1801,9,5.0,133,5,6,329,0.076,473,0.263,141,40,21,0.0783,0.0667,0.035,0.06
208,221,CAGL0G02101g,0,ChrG_C_glabrata_CBS138,184827,185986,1160,15,12.93,601,46,23,281,0.23,273,0.235,74,40,42,0.0638,0.0667,0.07,0.0
209,222,CAGL0G02343g,0,ChrG_C_glabrata_CBS138,206850,207887,1038,5,4.82,43,5,13,209,0.115,473,0.456,107,60,74,0.1031,0.1,0.1233,0.09
210,223,CAGL0G02497g,0,ChrG_C_glabrata_CBS138,223087,228919,5833,29,4.97,965,9,4,245,0.10099999999999999,757,0.13,587,45,69,0.1006,0.075,0.115,0.005
211,224,CAGL0G02607g,0,ChrG_C_glabrata_CBS138,239785,243208,3424,39,11.39,1511,2,7,340,0.168,476,0.139,347,44,64,0.1013,0.0733,0.1067,0.005
212,225,CAGL0G02717g,0,ChrG_C_glabrata_CBS138,248886,250832,1947,69,35.44,6313,9,17,299,0.593,267,0.13699999999999998,179,52,46,0.0919,0.0867,0.0767,0.015
213,226,CAGL0G02739g,0,ChrG_C_glabrata_CBS138,252294,255024,2731,13,4.76,615,24,3,360,0.066,725,0.265,246,32,57,0.0901,0.0533,0.095,0.015
214,227,CAGL0G02827g,0,ChrG_C_glabrata_CBS138,259231,262043,2813,35,12.44,1092,0,27,397,0.157,357,0.127,264,63,50,0.0938,0.105,0.0833,0.01
215,228,CAGL0G03179g,0,ChrG_C_glabrata_CBS138,294612,298900,4289,31,7.23,696,35,2,217,0.16699999999999998,1719,0.401,421,57,62,0.0982,0.095,0.1033,0.055
216,229,CAGL0G03267g,0,ChrG_C_glabrata_CBS138,308813,310507,1695,7,4.13,355,15,30,173,0.11900000000000001,468,0.276,165,51,60,0.0973,0.085,0.1,0.035
217,230,CAGL0G03421g,0,ChrG_C_glabrata_CBS138,327473,330944,3472,15,4.32,533,11,19,100,0.21600000000000003,715,0.20600000000000002,286,77,32,0.0824,0.1283,0.0533,0.04
218,231,CAGL0G03597g,0,ChrG_C_glabrata_CBS138,348140,349467,1328,13,9.79,608,8,18,266,0.184,307,0.231,134,65,63,0.1009,0.1083,0.105,0.005
219,232,CAGL0G04125g,0,ChrG_C_glabrata_CBS138,392356,396412,4057,22,5.42,1241,0,7,151,0.18,696,0.172,392,60,51,0.0966,0.1,0.085,0.005
220,233,CAGL0G04389g,0,ChrG_C_glabrata_CBS138,413071,415290,2220,18,8.11,996,0,21,187,0.217,689,0.31,195,66,60,0.0878,0.11,0.1,0.005
221,234,CAGL0G04433g,0,ChrG_C_glabrata_CBS138,421664,424319,2656,28,10.54,1035,7,20,207,0.255,335,0.126,248,67,47,0.0934,0.1117,0.0783,0.005
222,235,CAGL0G04609g,0,ChrG_C_glabrata_CBS138,436934,440335,3402,7,2.06,51,0,18,155,0.066,907,0.267,333,56,47,0.0979,0.0933,0.0783,0.085
223,236,CAGL0G04851g,0,ChrG_C_glabrata_CBS138,462531,463801,1271,4,3.15,66,4,16,199,0.079,864,0.68,101,73,63,0.0795,0.1217,0.105,0.26
224,238,CAGL0G05093g,0,ChrG_C_glabrata_CBS138,483106,485732,2627,25,9.52,829,6,7,181,0.263,452,0.172,223,44,74,0.0849,0.0733,0.1233,0.025
225,239,CAGL0G05379g,0,ChrG_C_glabrata_CBS138,505479,507381,1903,5,2.63,38,8,9,237,0.055,500,0.263,171,68,71,0.0899,0.1133,0.1183,0.065
226,240,CAGL0G05566g,0,ChrG_C_glabrata_CBS138,528048,529761,1714,4,2.33,99,11,24,272,0.043,617,0.36,168,75,63,0.098,0.125,0.105,0.035
227,242,CAGL0G05918g,0,ChrG_C_glabrata_CBS138,568717,570491,1775,23,12.96,1263,0,32,237,0.273,475,0.268,189,84,60,0.1065,0.14,0.1,0.02
228,243,CAGL0G06072g,0,ChrG_C_glabrata_CBS138,581236,583694,2459,23,9.35,698,26,1,248,0.18899999999999997,967,0.39299999999999996,170,42,69,0.0691,0.07,0.115,0.065
229,244,CAGL0G06556g,0,ChrG_C_glabrata_CBS138,628021,629202,1182,6,5.08,158,17,5,238,0.107,524,0.44299999999999995,115,67,60,0.0973,0.1117,0.1,0.025
230,245,CAGL0G06754g,0,ChrG_C_glabrata_CBS138,645748,647244,1497,7,4.68,151,1,14,175,0.134,1084,0.7240000000000001,124,73,62,0.0828,0.1217,0.1033,0.235
231,246,CAGL0G06864g,0,ChrG_C_glabrata_CBS138,654751,657471,2721,41,15.07,1133,5,5,170,0.44299999999999995,1180,0.434,265,33,53,0.0974,0.055,0.0883,0.16
232,247,CAGL0G07040g,0,ChrG_C_glabrata_CBS138,669932,671141,1210,5,4.13,118,3,6,131,0.158,460,0.38,129,74,57,0.1066,0.1233,0.095,0.02
233,248,CAGL0G07249g,0,ChrG_C_glabrata_CBS138,687984,689775,1792,24,13.39,568,3,23,336,0.19899999999999998,245,0.13699999999999998,154,54,23,0.0859,0.09,0.0383,0.005
234,249,CAGL0G07667g,0,ChrG_C_glabrata_CBS138,727666,730357,2692,33,12.26,1030,10,12,256,0.239,437,0.162,237,48,60,0.08800000000000001,0.08,0.1,0.0
235,250,CAGL0G07887g,0,ChrG_C_glabrata_CBS138,748164,749111,948,3,3.16,121,4,5,122,0.13,667,0.7040000000000001,106,54,59,0.1118,0.09,0.0983,0.28
236,251,CAGL0G08019g,0,ChrG_C_glabrata_CBS138,756752,757961,1210,7,5.79,259,10,9,179,0.162,311,0.257,91,60,42,0.0752,0.1,0.07,0.025
237,252,CAGL0G08107g,0,ChrG_C_glabrata_CBS138,768631,770683,2053,3,1.46,24,0,5,212,0.034,1220,0.594,238,69,51,0.1159,0.115,0.085,0.26
238,253,CAGL0G08624g,0,ChrG_C_glabrata_CBS138,811681,814350,2670,30,11.24,881,3,19,276,0.204,745,0.27899999999999997,253,75,50,0.0948,0.125,0.0833,0.005
239,254,CAGL0G08646g,0,ChrG_C_glabrata_CBS138,814862,816861,2000,10,5.0,431,19,14,303,0.083,952,0.47600000000000003,160,47,63,0.08,0.0783,0.105,0.095
240,255,CAGL0G08844g,0,ChrG_C_glabrata_CBS138,846400,849611,3212,33,10.27,1660,0,13,204,0.252,1358,0.423,351,62,53,0.1093,0.1033,0.0883,0.205
241,256,CAGL0G08866g,0,ChrG_C_glabrata_CBS138,850923,852752,1830,9,4.92,297,14,2,213,0.115,720,0.39299999999999996,160,62,79,0.0874,0.1033,0.1317,0.075
242,257,CAGL0G09020g,0,ChrG_C_glabrata_CBS138,859571,861822,2252,25,11.1,1370,56,2,317,0.175,588,0.261,214,50,61,0.095,0.0833,0.1017,0.005
243,258,CAGL0G09042g,0,ChrG_C_glabrata_CBS138,861253,863442,2190,12,5.48,284,3,21,291,0.094,795,0.363,238,55,44,0.1087,0.0917,0.0733,0.18
244,259,CAGL0G09449g,0,ChrG_C_glabrata_CBS138,898580,900124,1545,8,5.18,174,22,13,225,0.115,546,0.353,125,50,59,0.0809,0.0833,0.0983,0.03
245,260,CAGL0G09515g,0,ChrG_C_glabrata_CBS138,906912,908721,1810,17,9.39,334,5,23,326,0.14400000000000002,348,0.192,166,75,57,0.0917,0.125,0.095,0.0
246,261,CAGL0G09757g,0,ChrG_C_glabrata_CBS138,929589,934886,5298,39,7.36,1297,9,13,216,0.17,680,0.128,534,42,75,0.1008,0.07,0.125,0.015
247,262,CAGL0G09999g,0,ChrG_C_glabrata_CBS138,956505,958827,2323,19,8.18,776,13,3,203,0.201,472,0.203,222,71,74,0.0956,0.1183,0.1233,0.01
248,263,CAGL0H00396g,0,ChrH_C_glabrata_CBS138,36978,40117,3140,8,2.55,253,4,17,230,0.055,1416,0.451,298,80,62,0.0949,0.1333,0.1033,0.13
249,265,CAGL0H01287g,0,ChrH_C_glabrata_CBS138,123075,127347,4273,7,1.64,217,2,13,168,0.049,2870,0.672,318,64,47,0.0744,0.1067,0.0783,0.25
250,266,CAGL0H01683g,0,ChrH_C_glabrata_CBS138,162584,166217,3634,31,8.53,690,1,1,134,0.318,981,0.27,375,69,62,0.1032,0.115,0.1033,0.015
251,267,CAGL0H02145g,0,ChrH_C_glabrata_CBS138,190804,192690,1887,6,3.18,156,12,1,178,0.08900000000000001,595,0.315,131,40,66,0.0694,0.0667,0.11,0.08
252,268,CAGL0H02519g,0,ChrH_C_glabrata_CBS138,229365,231728,2364,59,24.96,1726,25,11,312,0.4,319,0.135,233,54,56,0.0986,0.09,0.0933,0.01
253,269,CAGL0H02563g,0,ChrH_C_glabrata_CBS138,231892,232068,177,5,28.25,211,15,12,290,0.48700000000000004,78,0.441,12,65,50,0.0678,0.1083,0.0833,0.06
254,270,CAGL0H02959g,0,ChrH_C_glabrata_CBS138,273735,279932,6198,78,12.58,3164,15,1,157,0.401,1345,0.217,598,47,70,0.0965,0.0783,0.1167,0.0
255,271,CAGL0H03575g,0,ChrH_C_glabrata_CBS138,330987,332879,1893,11,5.81,226,18,9,252,0.115,505,0.267,161,41,62,0.0851,0.0683,0.1033,0.01
256,272,CAGL0H03751g,0,ChrH_C_glabrata_CBS138,343139,351680,8542,72,8.43,2609,12,23,260,0.162,615,0.07200000000000001,752,49,57,0.08800000000000001,0.0817,0.095,0.0
257,273,CAGL0H03861g,0,ChrH_C_glabrata_CBS138,360211,362667,2457,5,2.04,509,6,15,195,0.052000000000000005,974,0.396,208,52,45,0.0847,0.0867,0.075,0.19
258,274,CAGL0H03993g,0,ChrH_C_glabrata_CBS138,371673,373987,2315,8,3.46,129,30,34,331,0.052000000000000005,625,0.27,204,56,65,0.0881,0.0933,0.1083,0.035
259,275,CAGL0H04213g,0,ChrH_C_glabrata_CBS138,398227,402556,4330,33,7.62,2190,55,6,294,0.13,1344,0.31,396,60,79,0.0915,0.1,0.1317,0.06
260,276,CAGL0H04367g,0,ChrH_C_glabrata_CBS138,409963,413657,3695,23,6.22,1305,4,11,171,0.182,1367,0.37,342,59,55,0.0926,0.0983,0.0917,0.06
261,277,CAGL0H04873g,0,ChrH_C_glabrata_CBS138,465037,466626,1590,9,5.66,85,2,26,249,0.114,643,0.40399999999999997,143,81,57,0.0899,0.135,0.095,0.025
262,278,CAGL0H05005g,0,ChrH_C_glabrata_CBS138,479556,481231,1676,7,4.18,105,16,9,223,0.094,484,0.289,187,55,79,0.1116,0.0917,0.1317,0.045
263,279,CAGL0H05621g,0,ChrH_C_glabrata_CBS138,554293,558655,4363,69,15.81,5358,0,11,170,0.465,970,0.222,425,52,57,0.0974,0.0867,0.095,0.0
264,280,CAGL0H06215g,0,ChrH_C_glabrata_CBS138,608826,612948,4123,7,1.7,182,15,8,208,0.040999999999999995,1021,0.248,335,28,69,0.0813,0.0467,0.115,0.05
265,281,CAGL0H06347g,0,ChrH_C_glabrata_CBS138,625266,627599,2334,48,20.57,2429,5,7,289,0.35600000000000004,450,0.193,161,53,48,0.069,0.0883,0.08,0.005
266,282,CAGL0H06413g,0,ChrH_C_glabrata_CBS138,631550,632476,927,12,12.94,543,3,34,302,0.214,308,0.332,68,41,45,0.0734,0.0683,0.075,0.01
267,283,CAGL0H06435g,0,ChrH_C_glabrata_CBS138,632946,633516,571,47,82.31,2739,23,16,319,1.29,83,0.145,46,36,50,0.0806,0.06,0.0833,0.01
268,284,CAGL0H06545g,0,ChrH_C_glabrata_CBS138,643276,645048,1773,13,7.33,622,21,10,239,0.153,404,0.228,160,64,49,0.0902,0.1067,0.0817,0.0
269,285,CAGL0H06633g,0,ChrH_C_glabrata_CBS138,658958,661756,2799,22,7.86,1917,8,2,269,0.146,1151,0.41100000000000003,227,36,46,0.0811,0.06,0.0767,0.11
270,286,CAGL0H06677g,0,ChrH_C_glabrata_CBS138,662592,664602,2011,43,21.38,1666,4,40,248,0.431,276,0.13699999999999998,160,49,48,0.0796,0.0817,0.08,0.0
271,287,CAGL0H06875g,0,ChrH_C_glabrata_CBS138,682242,684900,2659,15,5.64,569,9,0,182,0.155,520,0.196,274,60,64,0.10300000000000001,0.1,0.1067,0.005
272,288,CAGL0H07403g,0,ChrH_C_glabrata_CBS138,723296,725055,1760,18,10.23,633,37,2,362,0.141,213,0.121,166,54,67,0.0943,0.09,0.1117,0.0
273,289,CAGL0H07557g,0,ChrH_C_glabrata_CBS138,737560,739882,2323,36,15.5,1000,24,54,302,0.257,455,0.196,185,45,58,0.0796,0.075,0.0967,0.0
274,290,CAGL0H07711g,0,ChrH_C_glabrata_CBS138,752806,754699,1894,6,3.17,72,4,8,159,0.1,489,0.258,197,69,64,0.10400000000000001,0.115,0.1067,0.035
275,291,CAGL0H07843g,0,ChrH_C_glabrata_CBS138,765097,766166,1070,3,2.8,247,6,13,178,0.079,566,0.529,112,73,62,0.1047,0.1217,0.1033,0.13
276,292,CAGL0H08107g,0,ChrH_C_glabrata_CBS138,789241,794611,5371,60,11.17,2405,4,1,410,0.136,584,0.109,572,77,56,0.1065,0.1283,0.0933,0.0
277,294,CAGL0H08437g,0,ChrH_C_glabrata_CBS138,825161,829460,4300,12,2.79,137,5,9,508,0.027000000000000003,1605,0.373,456,64,57,0.106,0.1067,0.095,0.16
278,295,CAGL0H08624g,0,ChrH_C_glabrata_CBS138,844981,845760,780,12,15.38,134,15,20,473,0.163,285,0.365,59,50,48,0.0756,0.0833,0.08,0.005
279,296,CAGL0H08866g,0,ChrH_C_glabrata_CBS138,864189,866409,2221,28,12.61,1276,46,82,437,0.14400000000000002,424,0.191,170,61,40,0.0765,0.1017,0.0667,0.005
280,297,CAGL0H09130g,0,ChrH_C_glabrata_CBS138,890587,894309,3723,37,9.94,783,12,31,623,0.08,434,0.11699999999999999,347,59,58,0.0932,0.0983,0.0967,0.0
281,298,CAGL0H09460g,0,ChrH_C_glabrata_CBS138,925431,927830,2400,53,22.08,2222,6,58,483,0.22899999999999998,172,0.07200000000000001,245,58,62,0.1021,0.0967,0.1033,0.0
282,299,CAGL0I00484g,0,ChrI_C_glabrata_CBS138,34529,36297,1769,11,6.22,368,6,14,381,0.08199999999999999,563,0.318,151,67,50,0.0854,0.1117,0.0833,0.025
283,300,CAGL0I00726g,0,ChrI_C_glabrata_CBS138,52180,52987,808,16,19.8,244,0,18,289,0.34299999999999997,314,0.389,50,55,35,0.0619,0.0917,0.0583,0.025
284,302,CAGL0I00968g,0,ChrI_C_glabrata_CBS138,78218,81801,3584,10,2.79,79,5,6,269,0.052000000000000005,1134,0.316,340,50,53,0.0949,0.0833,0.0883,0.085
285,303,CAGL0I01012g,0,ChrI_C_glabrata_CBS138,82679,83817,1139,3,2.63,3,7,6,236,0.055999999999999994,579,0.508,120,57,60,0.1054,0.095,0.1,0.255
286,304,CAGL0I01188g,0,ChrI_C_glabrata_CBS138,97651,99973,2323,10,4.3,263,2,2,253,0.085,1377,0.593,222,44,63,0.0956,0.0733,0.105,0.27
287,305,CAGL0I01232g,0,ChrI_C_glabrata_CBS138,101807,102739,933,13,13.93,793,3,6,269,0.259,478,0.512,93,63,58,0.0997,0.105,0.0967,0.17
288,306,CAGL0I02508g,0,ChrI_C_glabrata_CBS138,222770,223297,528,46,87.12,2074,42,31,249,1.749,40,0.076,26,62,65,0.0492,0.1033,0.1083,0.005
289,307,CAGL0I02552g,0,ChrI_C_glabrata_CBS138,225228,230579,5352,87,16.26,3412,10,1,273,0.298,739,0.138,494,59,60,0.0923,0.0983,0.1,0.005
290,308,CAGL0I03432g,0,ChrI_C_glabrata_CBS138,291928,292477,550,7,12.73,654,1,0,130,0.49,316,0.575,28,53,52,0.0509,0.0883,0.0867,0.125
291,309,CAGL0I03498g,0,ChrI_C_glabrata_CBS138,297075,299219,2145,25,11.66,2966,19,7,127,0.45899999999999996,974,0.45399999999999996,193,40,69,0.09,0.0667,0.115,0.155
292,310,CAGL0I03872g,0,ChrI_C_glabrata_CBS138,335889,340414,4526,93,20.55,5416,3,13,194,0.53,1071,0.237,415,46,53,0.0917,0.0767,0.0883,0.01
293,311,CAGL0I03894g,0,ChrI_C_glabrata_CBS138,340667,342659,1993,19,9.53,450,17,2,232,0.205,1183,0.594,178,57,71,0.0893,0.095,0.1183,0.195
