,id,chrom,start,end,target_seq_counts,500bp_up_target_seq_counts,500bp_down_target_seq_counts,length,target_per_bp,up_target_per_bp,down_target_per_bp
736,CAGL0D01782g,ChrD_C_glabrata_CBS138,183107,188079,444,39,54,4973,0.0892821234667,0.078,0.108
737,CAGL0D01804g,ChrD_C_glabrata_CBS138,188147,189629,151,52,55,1483,0.10182063385,0.104,0.11
738,CAGL0D01826g,ChrD_C_glabrata_CBS138,189897,198034,812,57,56,8138,0.0997788154338,0.114,0.112
739,CAGL0D01837g,ChrD_C_glabrata_CBS138,197765,198544,84,45,39,780,0.107692307692,0.09,0.078
740,CAGL0D01892g,ChrD_C_glabrata_CBS138,199047,200556,123,39,54,1510,0.0814569536424,0.078,0.108
741,CAGL0D01914g,ChrD_C_glabrata_CBS138,200837,202053,111,53,57,1217,0.0912078882498,0.106,0.114
742,CAGL0D01936g,ChrD_C_glabrata_CBS138,201964,203461,112,43,38,1498,0.0747663551402,0.086,0.076
743,CAGL0D01958g,ChrD_C_glabrata_CBS138,203913,204794,59,34,29,882,0.0668934240363,0.068,0.058
744,CAGL0D01980g,ChrD_C_glabrata_CBS138,204774,206953,152,31,52,2180,0.0697247706422,0.062,0.104
745,CAGL0D02002g,ChrD_C_glabrata_CBS138,207053,209336,222,47,50,2284,0.0971978984238,0.094,0.1
746,CAGL0D02018g,ChrD_C_glabrata_CBS138,209430,209642,20,41,48,213,0.093896713615,0.082,0.096
747,CAGL0D02024g,ChrD_C_glabrata_CBS138,208989,210715,147,44,62,1727,0.0851187029531,0.088,0.124
748,CAGL0D02046g,ChrD_C_glabrata_CBS138,210437,211176,78,34,47,740,0.105405405405,0.068,0.094
749,CAGL0D02068g,ChrD_C_glabrata_CBS138,210559,214253,350,37,33,3695,0.0947225981055,0.074,0.066
750,CAGL0D02090g,ChrD_C_glabrata_CBS138,213417,216052,245,39,62,2636,0.0929438543247,0.078,0.124
751,CAGL0D02112g,ChrD_C_glabrata_CBS138,215814,218668,309,39,64,2855,0.10823117338,0.078,0.128
752,CAGL0D02134g,ChrD_C_glabrata_CBS138,218817,220540,172,51,39,1724,0.0997679814385,0.102,0.078
753,CAGL0D02150g,ChrD_C_glabrata_CBS138,221184,221791,54,38,30,608,0.0888157894737,0.076,0.06
754,CAGL0D02156g,ChrD_C_glabrata_CBS138,221532,222645,92,38,35,1114,0.0825852782765,0.076,0.07
755,CAGL0D02178g,ChrD_C_glabrata_CBS138,222367,224590,189,32,63,2224,0.0849820143885,0.064,0.126
756,CAGL0D02200g,ChrD_C_glabrata_CBS138,224837,228189,396,64,56,3353,0.118103191172,0.128,0.112
757,CAGL0D02222g,ChrD_C_glabrata_CBS138,228226,229377,132,58,43,1152,0.114583333333,0.116,0.086
758,CAGL0D02244g,ChrD_C_glabrata_CBS138,229504,230967,136,57,35,1464,0.0928961748634,0.114,0.07
759,CAGL0D02266g,ChrD_C_glabrata_CBS138,231824,234342,239,34,45,2519,0.0948789202064,0.068,0.09
760,CAGL0D02288g,ChrD_C_glabrata_CBS138,233332,236437,322,57,61,3106,0.103670315518,0.114,0.122
761,CAGL0D02310g,ChrD_C_glabrata_CBS138,236816,239417,293,60,50,2602,0.112605687932,0.12,0.1
762,CAGL0D02332g,ChrD_C_glabrata_CBS138,239587,242380,271,51,54,2794,0.0969935576235,0.102,0.108
763,CAGL0D02354g,ChrD_C_glabrata_CBS138,242597,244175,165,56,56,1579,0.104496516783,0.112,0.112
764,CAGL0D02376g,ChrD_C_glabrata_CBS138,244208,246477,264,57,50,2270,0.116299559471,0.114,0.1
765,CAGL0D02398g,ChrD_C_glabrata_CBS138,246631,247527,81,51,46,897,0.0903010033445,0.102,0.092
766,CAGL0D02420g,ChrD_C_glabrata_CBS138,247656,248779,113,46,39,1124,0.100533807829,0.092,0.078
767,CAGL0D02442g,ChrD_C_glabrata_CBS138,248537,250148,127,53,34,1612,0.0787841191067,0.106,0.068
768,CAGL0D02464g,ChrD_C_glabrata_CBS138,250315,253117,277,48,49,2803,0.098822689975,0.096,0.098
769,CAGL0D02486g,ChrD_C_glabrata_CBS138,253377,256449,332,60,65,3073,0.108037748129,0.12,0.13
770,CAGL0D02508g,ChrD_C_glabrata_CBS138,256716,257903,126,61,52,1188,0.106060606061,0.122,0.104
771,CAGL0D02530g,ChrD_C_glabrata_CBS138,257171,262184,511,55,59,5014,0.101914639011,0.11,0.118
772,CAGL0D02552g,ChrD_C_glabrata_CBS138,261897,262645,75,57,55,749,0.100133511348,0.114,0.11
773,CAGL0D02574g,ChrD_C_glabrata_CBS138,262807,266172,353,57,57,3366,0.104872251931,0.114,0.114
774,CAGL0D02596g,ChrD_C_glabrata_CBS138,266273,269488,264,58,60,3216,0.0820895522388,0.116,0.12
775,CAGL0D02618g,ChrD_C_glabrata_CBS138,267292,272806,527,35,29,5515,0.0955575702629,0.07,0.058
776,CAGL0D02640g,ChrD_C_glabrata_CBS138,274163,276425,204,57,65,2263,0.0901458241273,0.114,0.13
777,CAGL0D02662g,ChrD_C_glabrata_CBS138,277838,279907,176,77,57,2070,0.0850241545894,0.154,0.114
778,CAGL0D02684g,ChrD_C_glabrata_CBS138,282195,284547,260,39,41,2353,0.110497237569,0.078,0.082
779,CAGL0D02706g,ChrD_C_glabrata_CBS138,284718,288369,383,40,55,3652,0.104874041621,0.08,0.11
780,CAGL0D02728g,ChrD_C_glabrata_CBS138,286999,288660,170,59,64,1662,0.102286401925,0.118,0.128
781,CAGL0D02761g,ChrD_C_glabrata_CBS138,288901,289397,59,58,55,497,0.118712273642,0.116,0.11
782,CAGL0D02772g,ChrD_C_glabrata_CBS138,289648,291447,139,60,33,1800,0.0772222222222,0.12,0.066
783,CAGL0D02794g,ChrD_C_glabrata_CBS138,292007,294110,144,34,52,2104,0.0684410646388,0.068,0.104
784,CAGL0D02816g,ChrD_C_glabrata_CBS138,294367,296361,212,63,58,1995,0.10626566416,0.126,0.116
785,CAGL0D02838g,ChrD_C_glabrata_CBS138,296281,299027,257,60,67,2747,0.0935566072079,0.12,0.134
786,CAGL0D02860g,ChrD_C_glabrata_CBS138,299167,300195,113,58,48,1029,0.109815354713,0.116,0.096
787,CAGL0D02882g,ChrD_C_glabrata_CBS138,299998,302357,236,54,57,2360,0.1,0.108,0.114
788,CAGL0D02904g,ChrD_C_glabrata_CBS138,302922,305777,273,60,38,2856,0.0955882352941,0.12,0.076
789,CAGL0D02926g,ChrD_C_glabrata_CBS138,305967,308019,74,48,35,2053,0.0360448124696,0.096,0.07
790,CAGL0D02948g,ChrD_C_glabrata_CBS138,308147,310406,166,27,48,2260,0.0734513274336,0.054,0.096
791,CAGL0D02970g,ChrD_C_glabrata_CBS138,310143,311272,110,32,44,1130,0.0973451327434,0.064,0.088
792,CAGL0D02992g,ChrD_C_glabrata_CBS138,311337,312521,113,40,38,1185,0.095358649789,0.08,0.076
793,CAGL0D03014g,ChrD_C_glabrata_CBS138,312597,314554,162,49,51,1958,0.0827374872319,0.098,0.102
794,CAGL0D03036g,ChrD_C_glabrata_CBS138,314598,316627,199,54,55,2030,0.0980295566502,0.108,0.11
795,CAGL0D03058g,ChrD_C_glabrata_CBS138,316982,317897,68,53,53,916,0.0742358078603,0.106,0.106
796,CAGL0D03080g,ChrD_C_glabrata_CBS138,318030,320087,231,44,47,2058,0.112244897959,0.088,0.094
797,CAGL0D03102g,ChrD_C_glabrata_CBS138,320199,320777,47,67,44,579,0.0811744386874,0.134,0.088
798,CAGL0D03124g,ChrD_C_glabrata_CBS138,321029,323206,175,47,31,2178,0.0803489439853,0.094,0.062
799,CAGL0D03146g,ChrD_C_glabrata_CBS138,323342,324240,69,42,42,899,0.0767519466073,0.084,0.084
800,CAGL0D03168g,ChrD_C_glabrata_CBS138,323982,330613,626,27,35,6632,0.0943908323281,0.054,0.07
801,CAGL0D03190g,ChrD_C_glabrata_CBS138,331226,333021,154,34,45,1796,0.0857461024499,0.068,0.09
802,CAGL0D03212g,ChrD_C_glabrata_CBS138,332878,334205,107,59,43,1328,0.0805722891566,0.118,0.086
803,CAGL0D03234g,ChrD_C_glabrata_CBS138,334270,336772,225,35,36,2503,0.0898921294447,0.07,0.072
804,CAGL0D03256g,ChrD_C_glabrata_CBS138,336510,338532,187,43,45,2023,0.0924369747899,0.086,0.09
805,CAGL0D03278g,ChrD_C_glabrata_CBS138,338214,339597,144,50,53,1384,0.104046242775,0.1,0.106
806,CAGL0D03300g,ChrD_C_glabrata_CBS138,339288,340137,92,52,65,850,0.108235294118,0.104,0.13
807,CAGL0D03322g,ChrD_C_glabrata_CBS138,340304,342637,160,53,31,2334,0.0685518423308,0.106,0.062
808,CAGL0D03344g,ChrD_C_glabrata_CBS138,342753,349117,568,24,57,6365,0.0892380204242,0.048,0.114
809,CAGL0D03388g,ChrD_C_glabrata_CBS138,349911,351742,202,57,53,1832,0.110262008734,0.114,0.106
810,CAGL0D03410g,ChrD_C_glabrata_CBS138,351018,352867,199,58,63,1850,0.107567567568,0.116,0.126
811,CAGL0D03432g,ChrD_C_glabrata_CBS138,352991,354517,124,53,47,1527,0.0812049770792,0.106,0.094
812,CAGL0D03454g,ChrD_C_glabrata_CBS138,355068,356397,83,49,36,1330,0.0624060150376,0.098,0.072
813,CAGL0D03498g,ChrD_C_glabrata_CBS138,356928,357727,60,40,40,800,0.075,0.08,0.08
814,CAGL0D03520g,ChrD_C_glabrata_CBS138,357629,359630,172,35,45,2002,0.0859140859141,0.07,0.09
815,CAGL0D03542g,ChrD_C_glabrata_CBS138,359508,361027,149,54,50,1520,0.0980263157895,0.108,0.1
816,CAGL0D03564g,ChrD_C_glabrata_CBS138,361195,362417,122,49,53,1223,0.0997547015536,0.098,0.106
817,CAGL0D03586g,ChrD_C_glabrata_CBS138,362536,363077,55,47,70,542,0.10147601476,0.094,0.14
818,CAGL0D03608g,ChrD_C_glabrata_CBS138,363404,365391,191,71,52,1988,0.0960764587525,0.142,0.104
819,CAGL0D03630g,ChrD_C_glabrata_CBS138,366163,367165,115,52,55,1003,0.114656031904,0.104,0.11
820,CAGL0D03652g,ChrD_C_glabrata_CBS138,366958,369748,260,65,44,2791,0.0931565747044,0.13,0.088
821,CAGL0D03674g,ChrD_C_glabrata_CBS138,369897,376446,607,49,41,6550,0.0926717557252,0.098,0.082
822,CAGL0D03696g,ChrD_C_glabrata_CBS138,373608,374869,143,46,54,1262,0.113312202853,0.092,0.108
823,CAGL0D03718g,ChrD_C_glabrata_CBS138,374968,376706,172,53,32,1739,0.0989074180564,0.106,0.064
824,CAGL0D03740g,ChrD_C_glabrata_CBS138,376817,378007,93,46,44,1191,0.0780856423174,0.092,0.088
825,CAGL0D03762g,ChrD_C_glabrata_CBS138,380418,381356,88,49,56,939,0.0937167199148,0.098,0.112
826,CAGL0D03784g,ChrD_C_glabrata_CBS138,381618,382407,73,54,53,790,0.0924050632911,0.108,0.106
827,CAGL0D03806g,ChrD_C_glabrata_CBS138,382533,383097,52,44,40,565,0.0920353982301,0.088,0.08
828,CAGL0D03828g,ChrD_C_glabrata_CBS138,383207,384314,96,37,33,1108,0.086642599278,0.074,0.066
829,CAGL0D03850g,ChrD_C_glabrata_CBS138,384377,387279,279,50,42,2903,0.0961074750258,0.1,0.084
830,CAGL0D03872g,ChrD_C_glabrata_CBS138,387597,389179,104,42,41,1583,0.065698041693,0.084,0.082
831,CAGL0D03894g,ChrD_C_glabrata_CBS138,389477,391029,125,41,51,1553,0.0804893754024,0.082,0.102
832,CAGL0D03916g,ChrD_C_glabrata_CBS138,390957,392250,127,43,44,1294,0.0981452859351,0.086,0.088
833,CAGL0D03938g,ChrD_C_glabrata_CBS138,392079,394469,228,46,62,2391,0.0953575909661,0.092,0.124
834,CAGL0D03960g,ChrD_C_glabrata_CBS138,394552,396469,155,56,45,1918,0.0808133472367,0.112,0.09
835,CAGL0D03982g,ChrD_C_glabrata_CBS138,396807,398843,139,51,42,2037,0.0682376043201,0.102,0.084
836,CAGL0D04004g,ChrD_C_glabrata_CBS138,399257,401349,198,49,47,2093,0.0946010511228,0.098,0.094
837,CAGL0D04026g,ChrD_C_glabrata_CBS138,401407,403044,140,55,49,1638,0.0854700854701,0.11,0.098
838,CAGL0D04048g,ChrD_C_glabrata_CBS138,402834,404130,118,46,30,1297,0.0909791827294,0.092,0.06
839,CAGL0D04070g,ChrD_C_glabrata_CBS138,403392,405016,116,60,38,1625,0.0713846153846,0.12,0.076
840,CAGL0D04092g,ChrD_C_glabrata_CBS138,405463,406921,148,40,38,1459,0.101439342015,0.08,0.076
841,CAGL0D04114g,ChrD_C_glabrata_CBS138,406540,408996,198,50,45,2457,0.0805860805861,0.1,0.09
842,CAGL0D04136g,ChrD_C_glabrata_CBS138,409143,410843,129,40,39,1701,0.0758377425044,0.08,0.078
843,CAGL0D04158g,ChrD_C_glabrata_CBS138,410216,411225,77,42,48,1010,0.0762376237624,0.084,0.096
844,CAGL0D04180g,ChrD_C_glabrata_CBS138,411466,413715,203,38,46,2250,0.0902222222222,0.076,0.092
845,CAGL0D04202g,ChrD_C_glabrata_CBS138,413809,416392,212,39,49,2584,0.0820433436533,0.078,0.098
846,CAGL0D04246g,ChrD_C_glabrata_CBS138,416758,417886,118,47,60,1129,0.104517271922,0.094,0.12
847,CAGL0D04268g,ChrD_C_glabrata_CBS138,418010,420448,210,51,47,2439,0.0861008610086,0.102,0.094
848,CAGL0D04290g,ChrD_C_glabrata_CBS138,420924,422238,85,48,56,1315,0.06463878327,0.096,0.112
849,CAGL0D04312g,ChrD_C_glabrata_CBS138,421027,427636,506,45,46,6610,0.0765506807867,0.09,0.092
850,CAGL0D04356g,ChrD_C_glabrata_CBS138,426085,427367,75,44,52,1283,0.0584567420109,0.088,0.104
851,CAGL0D04378g,ChrD_C_glabrata_CBS138,427815,431197,304,58,61,3383,0.0898610700562,0.116,0.122
852,CAGL0D04394g,ChrD_C_glabrata_CBS138,431425,432569,134,49,47,1145,0.117030567686,0.098,0.094
853,CAGL0D04400g,ChrD_C_glabrata_CBS138,432126,432398,25,60,51,273,0.0915750915751,0.12,0.102
854,CAGL0D04422g,ChrD_C_glabrata_CBS138,433965,435399,145,50,55,1435,0.101045296167,0.1,0.11
855,CAGL0D04444g,ChrD_C_glabrata_CBS138,435536,437355,188,55,54,1820,0.103296703297,0.11,0.108
856,CAGL0D04466g,ChrD_C_glabrata_CBS138,437423,438275,86,46,45,853,0.10082063306,0.092,0.09
857,CAGL0D04488g,ChrD_C_glabrata_CBS138,438456,439238,75,45,36,783,0.095785440613,0.09,0.072
858,CAGL0D04510g,ChrD_C_glabrata_CBS138,440080,447522,799,50,56,7443,0.107349187156,0.1,0.112
859,CAGL0D04576g,ChrD_C_glabrata_CBS138,447874,452606,490,50,55,4733,0.103528417494,0.1,0.11
860,CAGL0D04620g,ChrD_C_glabrata_CBS138,449254,455734,713,50,55,6481,0.110013886746,0.1,0.11
861,CAGL0D04642g,ChrD_C_glabrata_CBS138,454640,457405,277,60,42,2766,0.10014461316,0.12,0.084
862,CAGL0D04686g,ChrD_C_glabrata_CBS138,457938,461483,313,42,26,3546,0.0882684715172,0.084,0.052
863,CAGL0D04708g,ChrD_C_glabrata_CBS138,462355,463867,124,29,52,1513,0.0819563780568,0.058,0.104
864,CAGL0D04730g,ChrD_C_glabrata_CBS138,464135,465921,124,57,31,1787,0.0693900391718,0.114,0.062
865,CAGL0D04752g,ChrD_C_glabrata_CBS138,466415,467557,88,31,59,1143,0.076990376203,0.062,0.118
866,CAGL0D04774g,ChrD_C_glabrata_CBS138,467562,468725,120,42,42,1164,0.103092783505,0.084,0.084
867,CAGL0D04796g,ChrD_C_glabrata_CBS138,468790,469645,64,46,40,856,0.0747663551402,0.092,0.08
868,CAGL0D04818g,ChrD_C_glabrata_CBS138,469793,471045,95,36,41,1253,0.0758180367119,0.072,0.082
869,CAGL0D04834g,ChrD_C_glabrata_CBS138,471224,471373,7,31,40,150,0.0466666666667,0.062,0.08
870,CAGL0D04840g,ChrD_C_glabrata_CBS138,471185,472447,85,32,39,1263,0.0673000791766,0.064,0.078
871,CAGL0D04862g,ChrD_C_glabrata_CBS138,472524,475362,242,32,48,2839,0.0852412821416,0.064,0.096
872,CAGL0D04884g,ChrD_C_glabrata_CBS138,475565,477403,180,53,70,1839,0.0978792822186,0.106,0.14
873,CAGL0D04928g,ChrD_C_glabrata_CBS138,477985,479445,110,73,41,1461,0.0752908966461,0.146,0.082
874,CAGL0D04950g,ChrD_C_glabrata_CBS138,479666,480785,91,36,47,1120,0.08125,0.072,0.094
875,CAGL0D04972g,ChrD_C_glabrata_CBS138,480662,482272,158,36,39,1611,0.0980757293606,0.072,0.078
876,CAGL0D04994g,ChrD_C_glabrata_CBS138,481939,484371,231,42,47,2433,0.094944512947,0.084,0.094
877,CAGL0D05016g,ChrD_C_glabrata_CBS138,484565,485537,84,44,56,973,0.0863309352518,0.088,0.112
878,CAGL0D05060g,ChrD_C_glabrata_CBS138,485262,488798,301,39,38,3537,0.0851003675431,0.078,0.076
879,CAGL0D05082g,ChrD_C_glabrata_CBS138,488715,490687,160,26,49,1973,0.0810947795236,0.052,0.098
880,CAGL0D05104g,ChrD_C_glabrata_CBS138,491385,492397,89,50,49,1013,0.0878578479763,0.1,0.098
881,CAGL0D05148g,ChrD_C_glabrata_CBS138,492442,494343,182,44,44,1902,0.0956887486856,0.088,0.088
882,CAGL0D05170g,ChrD_C_glabrata_CBS138,493572,495697,188,52,51,2126,0.0884289746002,0.104,0.102
883,CAGL0D05192g,ChrD_C_glabrata_CBS138,496315,497137,70,50,47,823,0.0850546780073,0.1,0.094
884,CAGL0D05214g,ChrD_C_glabrata_CBS138,498243,498422,13,47,49,180,0.0722222222222,0.094,0.098
885,CAGL0D05236g,ChrD_C_glabrata_CBS138,498552,500689,196,50,33,2138,0.0916744621141,0.1,0.066
886,CAGL0D05258g,ChrD_C_glabrata_CBS138,500675,504603,363,53,45,3929,0.0923899210995,0.106,0.09
887,CAGL0D05280g,ChrD_C_glabrata_CBS138,504323,508051,306,49,29,3729,0.082059533387,0.098,0.058
888,CAGL0D05302g,ChrD_C_glabrata_CBS138,508315,509227,66,38,51,913,0.0722891566265,0.076,0.102
889,CAGL0D05318g,ChrD_C_glabrata_CBS138,509285,509948,63,46,61,664,0.0948795180723,0.092,0.122
890,CAGL0D05324g,ChrD_C_glabrata_CBS138,509762,513058,315,49,43,3297,0.0955414012739,0.098,0.086
891,CAGL0D05346g,ChrD_C_glabrata_CBS138,512990,513668,63,47,45,679,0.0927835051546,0.094,0.09
892,CAGL0D05368g,ChrD_C_glabrata_CBS138,513751,514485,63,51,37,735,0.0857142857143,0.102,0.074
893,CAGL0D05412g,ChrD_C_glabrata_CBS138,516217,517455,103,56,52,1239,0.0831315577078,0.112,0.104
894,CAGL0D05434g,ChrD_C_glabrata_CBS138,517506,518805,98,41,52,1300,0.0753846153846,0.082,0.104
895,CAGL0D05456g,ChrD_C_glabrata_CBS138,521445,522071,49,39,35,627,0.0781499202552,0.078,0.07
896,CAGL0D05478g,ChrD_C_glabrata_CBS138,522134,525023,233,32,49,2890,0.0806228373702,0.064,0.098
897,CAGL0D05500g,ChrD_C_glabrata_CBS138,524532,526302,192,46,51,1771,0.108413325805,0.092,0.102
898,CAGL0D05522g,ChrD_C_glabrata_CBS138,526280,527581,150,48,43,1302,0.115207373272,0.096,0.086
899,CAGL0D05544g,ChrD_C_glabrata_CBS138,526763,530804,379,53,32,4042,0.0937654626423,0.106,0.064
900,CAGL0D05566g,ChrD_C_glabrata_CBS138,531265,532968,119,36,47,1704,0.0698356807512,0.072,0.094
901,CAGL0D05588g,ChrD_C_glabrata_CBS138,533205,534787,153,55,61,1583,0.0966519267214,0.11,0.122
902,CAGL0D05610g,ChrD_C_glabrata_CBS138,534792,536525,161,60,51,1734,0.0928489042676,0.12,0.102
903,CAGL0D05632g,ChrD_C_glabrata_CBS138,536855,537022,13,52,57,168,0.077380952381,0.104,0.114
904,CAGL0D05654g,ChrD_C_glabrata_CBS138,537378,538337,89,52,53,960,0.0927083333333,0.104,0.106
905,CAGL0D05676g,ChrD_C_glabrata_CBS138,538602,540755,231,44,51,2154,0.107242339833,0.088,0.102
906,CAGL0D05698g,ChrD_C_glabrata_CBS138,540936,545167,446,51,69,4232,0.105387523629,0.102,0.138
907,CAGL0D05720g,ChrD_C_glabrata_CBS138,542407,545052,279,53,74,2646,0.105442176871,0.106,0.148
908,CAGL0D05742g,ChrD_C_glabrata_CBS138,545322,546955,175,56,43,1634,0.107099143207,0.112,0.086
909,CAGL0D05764g,ChrD_C_glabrata_CBS138,547169,549970,315,42,50,2802,0.112419700214,0.084,0.1
910,CAGL0D05786g,ChrD_C_glabrata_CBS138,549947,551683,185,50,60,1737,0.1065054692,0.1,0.12
911,CAGL0D05808g,ChrD_C_glabrata_CBS138,551716,554428,277,50,73,2713,0.102100995208,0.1,0.146
912,CAGL0D05852g,ChrD_C_glabrata_CBS138,554667,557576,285,72,48,2910,0.0979381443299,0.144,0.096
913,CAGL0D05874g,ChrD_C_glabrata_CBS138,557855,559761,160,46,50,1907,0.0839014158364,0.092,0.1
914,CAGL0D05896g,ChrD_C_glabrata_CBS138,560185,562860,223,51,44,2676,0.0833333333333,0.102,0.088
915,CAGL0D05918g,ChrD_C_glabrata_CBS138,563105,565937,151,45,38,2833,0.053300388281,0.09,0.076
916,CAGL0D05940g,ChrD_C_glabrata_CBS138,565516,567930,166,21,47,2415,0.0687370600414,0.042,0.094
917,CAGL0D05962g,ChrD_C_glabrata_CBS138,567957,568839,87,54,51,883,0.0985277463194,0.108,0.102
918,CAGL0D06006g,ChrD_C_glabrata_CBS138,569118,571282,222,50,52,2165,0.102540415704,0.1,0.104
919,CAGL0D06028g,ChrD_C_glabrata_CBS138,571505,573315,160,52,59,1811,0.0883489784649,0.104,0.118
920,CAGL0D06050g,ChrD_C_glabrata_CBS138,573725,575551,178,62,51,1827,0.0974274767378,0.124,0.102
921,CAGL0D06094g,ChrD_C_glabrata_CBS138,577073,577932,97,42,59,860,0.112790697674,0.084,0.118
922,CAGL0D06138g,ChrD_C_glabrata_CBS138,578042,580490,235,64,53,2449,0.0959575336872,0.128,0.106
923,CAGL0D06154g,ChrD_C_glabrata_CBS138,579826,580345,57,54,44,520,0.109615384615,0.108,0.088
924,CAGL0D06160g,ChrD_C_glabrata_CBS138,580555,581735,97,44,43,1181,0.082133784928,0.088,0.086
925,CAGL0D06182g,ChrD_C_glabrata_CBS138,581826,583243,145,47,44,1418,0.102256699577,0.094,0.088
926,CAGL0D06204g,ChrD_C_glabrata_CBS138,582573,585229,242,51,42,2657,0.0910801656003,0.102,0.084
927,CAGL0D06226g,ChrD_C_glabrata_CBS138,586395,588725,191,37,52,2331,0.0819390819391,0.074,0.104
928,CAGL0D06270g,ChrD_C_glabrata_CBS138,590328,593388,273,51,32,3061,0.0891865403463,0.102,0.064
929,CAGL0D06292g,ChrD_C_glabrata_CBS138,593405,595637,176,30,64,2233,0.0788177339901,0.06,0.128
930,CAGL0D06314g,ChrD_C_glabrata_CBS138,595715,598877,304,54,53,3163,0.0961112867531,0.108,0.106
931,CAGL0D06336g,ChrD_C_glabrata_CBS138,598778,600169,148,49,61,1392,0.10632183908,0.098,0.122
932,CAGL0D06380g,ChrD_C_glabrata_CBS138,601015,602184,73,65,29,1170,0.0623931623932,0.13,0.058
933,CAGL0D06402g,ChrD_C_glabrata_CBS138,602855,604535,121,30,57,1681,0.0719809637121,0.06,0.114
934,CAGL0D06424g,ChrD_C_glabrata_CBS138,603922,608216,330,25,38,4295,0.0768335273574,0.05,0.076
935,CAGL0D06446g,ChrD_C_glabrata_CBS138,608453,614395,593,21,39,5943,0.0997812552583,0.042,0.078
936,CAGL0D06468g,ChrD_C_glabrata_CBS138,615185,616303,116,49,48,1119,0.103663985702,0.098,0.096
937,CAGL0D06490g,ChrD_C_glabrata_CBS138,616117,617181,101,51,58,1065,0.0948356807512,0.102,0.116
938,CAGL0D06512g,ChrD_C_glabrata_CBS138,617133,621968,494,47,35,4836,0.102150537634,0.094,0.07
939,CAGL0D06534g,ChrD_C_glabrata_CBS138,622178,622492,20,42,30,315,0.0634920634921,0.084,0.06
940,CAGL0D06556g,ChrD_C_glabrata_CBS138,623734,626358,156,61,22,2625,0.0594285714286,0.122,0.044
941,CAGL0D06578g,ChrD_C_glabrata_CBS138,625655,625915,6,33,20,261,0.0229885057471,0.066,0.04
942,CAGL0D06600g,ChrD_C_glabrata_CBS138,626212,629371,267,16,54,3160,0.0844936708861,0.032,0.108
943,CAGL0D06622g,ChrD_C_glabrata_CBS138,629236,633215,414,63,56,3980,0.104020100503,0.126,0.112
944,CAGL0D06644g,ChrD_C_glabrata_CBS138,634045,637023,310,53,55,2979,0.104061765693,0.106,0.11
945,CAGL0D06666g,ChrD_C_glabrata_CBS138,638537,638737,18,52,41,201,0.089552238806,0.104,0.082
946,CAGL0D06688g,ChrD_C_glabrata_CBS138,639705,641762,192,48,65,2058,0.0932944606414,0.096,0.13
947,CAGL0D06710g,ChrD_C_glabrata_CBS138,641358,649532,885,51,42,8175,0.108256880734,0.102,0.084
948,CAGL0E00105g,ChrE_C_glabrata_CBS138,1440,2344,54,55,27,905,0.0596685082873,0.11,0.054
949,CAGL0E00116g,ChrE_C_glabrata_CBS138,2372,4193,94,33,24,1822,0.0515916575192,0.066,0.048
950,CAGL0E00132g,ChrE_C_glabrata_CBS138,4621,6420,147,29,44,1800,0.0816666666667,0.058,0.088
951,CAGL0E00187g,ChrE_C_glabrata_CBS138,12511,13227,56,46,62,717,0.0781032078103,0.092,0.124
952,CAGL0E00231g,ChrE_C_glabrata_CBS138,15452,21046,391,74,62,5595,0.0698838248436,0.148,0.124
953,CAGL0E00275g,ChrE_C_glabrata_CBS138,23149,28815,597,42,52,5667,0.105346744309,0.084,0.104
954,CAGL0E00341g,ChrE_C_glabrata_CBS138,29668,30190,54,52,51,523,0.103250478011,0.104,0.102
955,CAGL0E00363g,ChrE_C_glabrata_CBS138,30336,30527,16,54,55,192,0.0833333333333,0.108,0.11
956,CAGL0E00385g,ChrE_C_glabrata_CBS138,31847,33990,197,40,51,2144,0.0918843283582,0.08,0.102
957,CAGL0E00407g,ChrE_C_glabrata_CBS138,34167,35489,143,55,49,1323,0.108087679516,0.11,0.098
958,CAGL0E00429g,ChrE_C_glabrata_CBS138,35498,36907,136,53,51,1410,0.0964539007092,0.106,0.102
959,CAGL0E00451g,ChrE_C_glabrata_CBS138,37164,43777,711,49,55,6614,0.107499244028,0.098,0.11
960,CAGL0E00473g,ChrE_C_glabrata_CBS138,44066,47377,355,55,44,3312,0.107185990338,0.11,0.088
961,CAGL0E00495g,ChrE_C_glabrata_CBS138,47547,48239,51,55,48,693,0.0735930735931,0.11,0.096
962,CAGL0E00517g,ChrE_C_glabrata_CBS138,48347,48897,57,38,46,551,0.103448275862,0.076,0.092
963,CAGL0E00539g,ChrE_C_glabrata_CBS138,48451,49651,106,44,45,1201,0.0882597835137,0.088,0.09
964,CAGL0E00561g,ChrE_C_glabrata_CBS138,49847,52769,242,42,46,2923,0.0827916524119,0.084,0.092
965,CAGL0E00583g,ChrE_C_glabrata_CBS138,52849,53507,52,55,60,659,0.0789074355083,0.11,0.12
966,CAGL0E00605g,ChrE_C_glabrata_CBS138,53717,54607,67,49,33,891,0.0751964085297,0.098,0.066
967,CAGL0E00627g,ChrE_C_glabrata_CBS138,54688,59207,417,33,61,4520,0.0922566371681,0.066,0.122
968,CAGL0E00649g,ChrE_C_glabrata_CBS138,59749,61427,134,62,29,1679,0.0798094103633,0.124,0.058
969,CAGL0E00671g,ChrE_C_glabrata_CBS138,61503,62567,68,33,37,1065,0.0638497652582,0.066,0.074
