,id,chrom,start,end,target_seq_counts,500bp_up_target_seq_counts,500bp_down_target_seq_counts,length,target_per_bp,up_target_per_bp,down_target_per_bp
1872,YER154W,chrV,475020,476228,87,31,57,1209,0.0719602977667,0.062,0.114
1873,YER155C,chrV,476345,482848,668,46,41,6504,0.10270602706,0.092,0.082
1874,YER156C,chrV,483325,484341,82,41,47,1017,0.0806293018682,0.082,0.094
1875,YER157W,chrV,484788,487193,262,52,50,2406,0.10889443059,0.104,0.1
1876,YER158C,chrV,488857,490578,145,63,42,1722,0.0842044134727,0.126,0.084
1877,YER158W-A,chrV,491487,491702,15,47,33,216,0.0694444444444,0.094,0.066
1878,YER159C,chrV,491530,491958,28,47,38,429,0.0652680652681,0.094,0.076
1879,YER161C,chrV,499347,500348,85,61,50,1002,0.0848303393214,0.122,0.1
1880,YER162C,chrV,500630,502894,216,54,42,2265,0.0953642384106,0.108,0.084
1881,YER163C,chrV,503084,503782,54,47,45,699,0.0772532188841,0.094,0.09
1882,YER164W,chrV,505392,509798,414,52,46,4407,0.0939414567733,0.104,0.092
1883,YER165W,chrV,510373,512106,143,44,51,1734,0.0824682814302,0.088,0.102
1884,YER165C-A,chrV,512627,512983,29,52,49,357,0.0812324929972,0.104,0.098
1885,YER166W,chrV,512744,517459,443,46,52,4716,0.093935538592,0.092,0.104
1886,YER167W,chrV,518216,520771,219,57,63,2556,0.0856807511737,0.114,0.126
1887,YER168C,chrV,521029,522669,171,66,45,1641,0.104204753199,0.132,0.09
1888,YER169W,chrV,523369,525759,211,46,52,2391,0.0882475951485,0.092,0.104
1889,YER170W,chrV,525974,526651,44,58,60,678,0.0648967551622,0.116,0.12
1890,YER171W,chrV,527082,529418,252,56,55,2337,0.10783055199,0.112,0.11
1891,YER172C,chrV,529530,536021,646,44,51,6492,0.0995070856439,0.088,0.102
1892,YER172C-A,chrV,536275,536655,31,54,62,381,0.0813648293963,0.108,0.124
1893,YER173W,chrV,536300,538279,200,55,65,1980,0.10101010101,0.11,0.13
1894,YER174C,chrV,538434,539168,80,62,49,735,0.108843537415,0.124,0.098
1895,YER175C,chrV,539464,540363,87,49,56,900,0.0966666666667,0.098,0.112
1896,YER175W-A,chrV,540650,540814,20,53,48,165,0.121212121212,0.106,0.096
1897,YER176W,chrV,541690,545055,301,55,34,3366,0.0894236482472,0.11,0.068
1898,YER177W,chrV,545611,546414,57,34,51,804,0.0708955223881,0.068,0.102
1899,YER178W,chrV,546817,548079,97,48,44,1263,0.076801266825,0.096,0.088
1900,YER179W,chrV,548421,549517,100,38,57,1097,0.0911577028259,0.076,0.114
1901,YER180C,chrV,549724,550527,74,57,44,804,0.092039800995,0.114,0.088
1902,YER180C-A,chrV,550865,551122,15,46,48,258,0.0581395348837,0.092,0.096
1903,YER181C,chrV,551473,551796,31,44,50,324,0.0956790123457,0.088,0.1
1904,YER182W,chrV,552525,553259,60,54,52,735,0.0816326530612,0.108,0.104
1905,YER183C,chrV,553334,553969,58,45,55,636,0.0911949685535,0.09,0.11
1906,YER184C,chrV,556296,558680,221,47,44,2385,0.0926624737945,0.094,0.088
1907,YER185W,chrV,559454,560365,84,41,45,912,0.0921052631579,0.082,0.09
1908,YER186C,chrV,561705,562625,85,53,41,921,0.0922909880565,0.106,0.082
1909,YER187W,chrV,566230,566655,37,31,51,426,0.0868544600939,0.062,0.102
1910,YER188W,chrV,568040,568759,66,59,40,720,0.0916666666667,0.118,0.08
1911,YER188C-A,chrV,569608,569907,29,43,29,300,0.0966666666667,0.086,0.058
1912,YER189W,chrV,571155,571523,39,49,38,369,0.105691056911,0.098,0.076
1913,YER190W,chrV,571480,576525,339,58,28,5046,0.0671819262782,0.116,0.056
1914,YER190C-A,chrV,574804,575379,20,32,36,576,0.0347222222222,0.064,0.072
1915,YER190C-B,chrV,575680,576162,29,28,42,483,0.0600414078675,0.056,0.084
1916,YFL068W,chrVI,53,535,29,5,30,483,0.0600414078675,0.01,0.06
1917,YFL067W,chrVI,836,1363,27,36,33,528,0.0511363636364,0.072,0.066
1918,YFL066C,chrVI,1437,2615,74,26,35,1179,0.0627650551315,0.052,0.07
1919,YFL065C,chrVI,3030,3338,26,30,48,309,0.084142394822,0.06,0.096
1920,YFL064C,chrVI,3322,3846,49,38,52,525,0.0933333333333,0.076,0.104
1921,YFL063W,chrVI,5066,5521,45,21,46,456,0.0986842105263,0.042,0.092
1922,YFL062W,chrVI,6426,7565,115,40,51,1140,0.100877192982,0.08,0.102
1923,YFL061W,chrVI,9545,10222,62,49,47,678,0.0914454277286,0.098,0.094
1924,YFL060C,chrVI,10301,10969,55,50,37,669,0.0822122571001,0.1,0.074
1925,YFL059W,chrVI,11363,12259,55,38,52,897,0.0613154960981,0.076,0.104
1926,YFL058W,chrVI,12929,13951,76,54,46,1023,0.0742913000978,0.108,0.092
1927,YFL055W,chrVI,17004,18680,129,52,50,1677,0.0769230769231,0.104,0.1
1928,YFL054C,chrVI,20847,22787,146,63,45,1941,0.0752189592993,0.126,0.09
1929,YFL053W,chrVI,23423,25198,136,53,53,1776,0.0765765765766,0.106,0.106
1930,YFL052W,chrVI,28232,29629,133,36,48,1398,0.0951359084406,0.072,0.096
1931,YFL051C,chrVI,30058,30540,47,49,48,483,0.0973084886128,0.098,0.096
1932,YFL050C,chrVI,33272,35848,223,54,51,2577,0.0865347303066,0.108,0.102
1933,YFL049W,chrVI,36803,38674,185,45,55,1872,0.0988247863248,0.09,0.11
1934,YFL048C,chrVI,38843,40180,127,56,51,1338,0.0949177877429,0.112,0.102
1935,YFL047W,chrVI,40421,42565,218,53,54,2145,0.101631701632,0.106,0.108
1936,YFL046W,chrVI,42815,43438,71,61,48,624,0.113782051282,0.122,0.096
1937,YFL045C,chrVI,43628,44392,72,58,45,765,0.0941176470588,0.116,0.09
1938,YFL044C,chrVI,44655,45560,74,47,46,906,0.0816777041943,0.094,0.092
1939,YFL042C,chrVI,45720,47744,165,45,37,2025,0.0814814814815,0.09,0.074
1940,YFL041W-A,chrVI,48734,48925,20,45,51,192,0.104166666667,0.09,0.102
1941,YFL041W,chrVI,49139,51007,162,57,60,1869,0.0866773675762,0.114,0.12
1942,YFL040W,chrVI,51350,52972,147,51,53,1623,0.090573012939,0.102,0.106
1943,YFL039C,chrVI,53260,54696,108,61,40,1437,0.0751565762004,0.122,0.08
1944,YFL038C,chrVI,55366,55986,48,45,28,621,0.0772946859903,0.09,0.056
1945,YFL037W,chrVI,56336,57709,110,31,73,1374,0.080058224163,0.062,0.146
1946,YFL036W,chrVI,58782,62837,420,55,67,4056,0.103550295858,0.11,0.134
1947,YFL034C-B,chrVI,63016,63993,92,62,56,978,0.0940695296524,0.124,0.112
1948,YFL034C-A,chrVI,64243,64932,66,53,55,690,0.095652173913,0.106,0.11
1949,YFL034W,chrVI,65477,68698,271,55,72,3222,0.0841092489137,0.11,0.144
1950,YFL033C,chrVI,69115,74427,476,67,51,5313,0.0895915678524,0.134,0.102
1951,YFL032W,chrVI,74872,75192,30,48,36,321,0.0934579439252,0.096,0.072
1952,YFL031W,chrVI,75179,76147,66,45,36,969,0.0681114551084,0.09,0.072
1953,YFL031C-A,chrVI,76014,76115,10,23,39,102,0.0980392156863,0.046,0.078
1954,YFL030W,chrVI,76831,77988,92,43,53,1158,0.0794473229706,0.086,0.106
1955,YFL029C,chrVI,78055,79161,94,55,53,1107,0.0849141824752,0.11,0.106
1956,YFL028C,chrVI,79344,80213,95,46,49,870,0.109195402299,0.092,0.098
1957,YFL027C,chrVI,80419,81912,145,55,47,1494,0.0970548862115,0.11,0.094
1958,YFL026W,chrVI,82580,83875,119,48,56,1296,0.0918209876543,0.096,0.112
1959,YFL025C,chrVI,84145,87234,316,57,53,3090,0.102265372168,0.114,0.106
1960,YFL024C,chrVI,87847,90345,220,59,40,2499,0.0880352140856,0.118,0.08
1961,YFL023W,chrVI,90986,93376,212,36,43,2391,0.0886658301966,0.072,0.086
1962,YFL022C,chrVI,93499,95010,122,47,48,1512,0.0806878306878,0.094,0.096
1963,YFL021C-A,chrVI,95761,96615,70,26,36,855,0.0818713450292,0.052,0.072
1964,YFL021W,chrVI,95966,97498,131,24,43,1533,0.085453359426,0.048,0.086
1965,YFL020C,chrVI,99231,99599,23,52,40,369,0.0623306233062,0.104,0.08
1966,YFL019C,chrVI,100252,100605,34,42,46,354,0.0960451977401,0.084,0.092
1967,YFL018C,chrVI,101628,103127,125,52,53,1500,0.0833333333333,0.104,0.106
1968,YFL017W-A,chrVI,103699,103932,24,50,49,234,0.102564102564,0.1,0.098
1969,YFL017C,chrVI,103983,104462,42,47,42,480,0.0875,0.094,0.084
1970,YFL016C,chrVI,104701,106236,114,42,31,1536,0.07421875,0.084,0.062
1971,YFL015W-A,chrVI,106415,106732,15,47,36,318,0.0471698113208,0.094,0.072
1972,YFL015C,chrVI,106469,106963,25,43,39,495,0.0505050505051,0.086,0.078
1973,YFL014W,chrVI,107256,107585,18,36,55,330,0.0545454545455,0.072,0.11
1974,YFL013W-A,chrVI,107799,108602,60,45,45,804,0.0746268656716,0.09,0.09
1975,YFL013C,chrVI,107852,109930,179,44,47,2079,0.0860990860991,0.088,0.094
1976,YFL012W-A,chrVI,109810,110184,36,41,53,375,0.096,0.082,0.106
1977,YFL012W,chrVI,110647,111093,41,55,57,447,0.0917225950783,0.11,0.114
1978,YFL011W,chrVI,112345,113985,136,52,59,1641,0.0828762949421,0.104,0.118
1979,YFL010W-A,chrVI,114990,115274,25,43,37,285,0.0877192982456,0.086,0.074
1980,YFL010C,chrVI,115108,115743,41,51,40,636,0.064465408805,0.102,0.08
1981,YFL009W,chrVI,116145,118484,229,45,68,2340,0.0978632478632,0.09,0.136
1982,YFL008W,chrVI,119429,123106,358,57,51,3678,0.0973355084285,0.114,0.102
1983,YFL007W,chrVI,123479,129910,628,51,51,6432,0.0976368159204,0.102,0.102
1984,YFL005W,chrVI,130334,130981,66,51,55,648,0.101851851852,0.102,0.11
1985,YFL004W,chrVI,131810,134296,262,49,62,2487,0.105347808605,0.098,0.124
1986,YFL003C,chrVI,134521,137157,271,62,48,2637,0.102768297308,0.124,0.096
1987,YFL002C,chrVI,145114,146934,165,61,49,1821,0.0906095551895,0.122,0.098
1988,YFL001W,chrVI,147131,148459,122,39,64,1329,0.09179834462,0.078,0.128
1989,YFR001W,chrVI,149110,149724,54,59,58,615,0.0878048780488,0.118,0.116
1990,YFR002W,chrVI,150016,152535,254,58,53,2520,0.100793650794,0.116,0.106
1991,YFR003C,chrVI,152657,153124,41,57,48,468,0.0876068376068,0.114,0.096
1992,YFR004W,chrVI,153393,154313,82,47,53,921,0.0890336590662,0.094,0.106
1993,YFR005C,chrVI,154527,155873,138,49,40,1347,0.102449888641,0.098,0.08
1994,YFR006W,chrVI,156145,157752,164,48,57,1608,0.101990049751,0.096,0.114
1995,YFR007W,chrVI,159299,160360,103,46,49,1062,0.0969868173258,0.092,0.098
1996,YFR008W,chrVI,160535,161200,57,53,57,666,0.0855855855856,0.106,0.114
1997,YFR009W,chrVI,162488,164746,224,53,45,2259,0.0991589198761,0.106,0.09
1998,YFR009W-A,chrVI,163875,164132,30,48,51,258,0.116279069767,0.096,0.102
1999,YFR010W,chrVI,165067,166566,155,52,54,1500,0.103333333333,0.104,0.108
2000,YFR010W-A,chrVI,166728,166916,17,56,44,189,0.0899470899471,0.112,0.088
2001,YFR011C,chrVI,166746,167258,44,58,61,513,0.0857699805068,0.116,0.122
2002,YFR012W,chrVI,167888,168496,46,62,51,609,0.0755336617406,0.124,0.102
2003,YFR012W-A,chrVI,169224,169310,8,46,49,87,0.0919540229885,0.092,0.098
2004,YFR013W,chrVI,169922,172285,225,50,49,2364,0.0951776649746,0.1,0.098
2005,YFR014C,chrVI,172537,173877,123,52,45,1341,0.0917225950783,0.104,0.09
2006,YFR015C,chrVI,174265,176391,181,42,33,2127,0.0850963798778,0.084,0.066
2007,YFR016C,chrVI,177042,180743,340,32,54,3702,0.0918422474338,0.064,0.108
2008,YFR017C,chrVI,182274,182861,44,52,34,588,0.0748299319728,0.104,0.068
2009,YFR018C,chrVI,183131,184222,65,40,37,1092,0.0595238095238,0.08,0.074
2010,YFR019W,chrVI,184502,191338,694,32,50,6837,0.101506508703,0.064,0.1
2011,YFR020W,chrVI,192737,193435,60,49,59,699,0.0858369098712,0.098,0.118
2012,YFR021W,chrVI,194812,196314,135,55,51,1503,0.0898203592814,0.11,0.102
2013,YFR022W,chrVI,196833,199034,188,53,52,2202,0.0853769300636,0.106,0.104
2014,YFR023W,chrVI,199874,201709,219,52,58,1836,0.119281045752,0.104,0.116
2015,YFR024C-A,chrVI,201960,203433,133,70,42,1474,0.0902306648575,0.14,0.084
2016,YFR025C,chrVI,203743,204750,87,52,56,1008,0.0863095238095,0.104,0.112
2017,YFR026C,chrVI,205748,206257,39,51,46,510,0.0764705882353,0.102,0.092
2018,YFR027W,chrVI,207452,208297,71,48,42,846,0.0839243498818,0.096,0.084
2019,YFR028C,chrVI,208413,210068,130,56,39,1656,0.0785024154589,0.112,0.078
2020,YFR029W,chrVI,210937,212973,155,52,42,2037,0.0760922925871,0.104,0.084
2021,YFR030W,chrVI,213312,216419,283,44,53,3108,0.0910553410553,0.088,0.106
2022,YFR031C,chrVI,216594,220106,344,56,49,3513,0.0979220039852,0.112,0.098
2023,YFR031C-A,chrVI,220507,221418,78,48,42,912,0.0855263157895,0.096,0.084
2024,YFR032C,chrVI,222090,222959,58,43,47,870,0.0666666666667,0.086,0.094
2025,YFR032C-A,chrVI,223258,223771,44,46,56,514,0.0856031128405,0.092,0.112
2026,YFR032C-B,chrVI,223710,223973,30,44,51,264,0.113636363636,0.088,0.102
2027,YFR033C,chrVI,224326,224769,37,56,24,444,0.0833333333333,0.112,0.048
2028,YFR034C,chrVI,225020,225958,40,40,36,939,0.0425985090522,0.08,0.072
2029,YFR034W-A,chrVI,226022,226309,20,26,40,288,0.0694444444444,0.052,0.08
2030,YFR035C,chrVI,226121,226465,25,30,36,345,0.0724637681159,0.06,0.072
2031,YFR036W,chrVI,226963,227337,21,35,41,375,0.056,0.07,0.082
2032,YFR036W-A,chrVI,227451,228101,46,35,42,651,0.0706605222734,0.07,0.084
2033,YFR037C,chrVI,227513,229186,120,37,42,1674,0.0716845878136,0.074,0.084
2034,YFR038W,chrVI,229380,231941,261,34,57,2562,0.1018735363,0.068,0.114
2035,YFR039C,chrVI,232012,233544,157,54,44,1533,0.102413568167,0.108,0.088
2036,YFR040W,chrVI,234242,237250,327,41,51,3009,0.108673978066,0.082,0.102
2037,YFR041C,chrVI,237368,238255,90,76,55,888,0.101351351351,0.152,0.11
2038,YFR042W,chrVI,238458,239060,63,57,63,603,0.10447761194,0.114,0.126
2039,YFR043C,chrVI,239114,239827,79,63,50,714,0.110644257703,0.126,0.1
2040,YFR044C,chrVI,239992,241437,109,58,52,1446,0.0753803596127,0.116,0.104
2041,YFR045W,chrVI,241998,242999,103,50,52,1002,0.102794411178,0.1,0.104
2042,YFR046C,chrVI,243074,244159,97,55,50,1086,0.0893186003683,0.11,0.1
2043,YFR047C,chrVI,244279,245166,63,52,46,888,0.0709459459459,0.104,0.092
2044,YFR048W,chrVI,246146,248134,191,56,44,1989,0.0960281548517,0.112,0.088
2045,YFR049W,chrVI,248523,248894,28,49,63,372,0.0752688172043,0.098,0.126
2046,YFR050C,chrVI,249066,249866,76,50,49,801,0.0948813982522,0.1,0.098
2047,YFR051C,chrVI,250163,251803,133,46,39,1641,0.0810481413772,0.092,0.078
2048,YFR052W,chrVI,252505,253329,80,42,53,825,0.0969696969697,0.084,0.106
2049,YFR052C-A,chrVI,253429,253734,30,48,45,306,0.0980392156863,0.096,0.09
2050,YFR053C,chrVI,253592,255049,127,60,38,1458,0.0871056241427,0.12,0.076
2051,YFR054C,chrVI,258855,259433,54,51,44,579,0.0932642487047,0.102,0.088
2052,YFR056C,chrVI,263957,264325,43,56,44,369,0.116531165312,0.112,0.088
2053,YFR055W,chrVI,264204,265226,98,63,55,1023,0.0957966764418,0.126,0.11
2054,YFR057W,chrVI,269061,269516,44,45,66,456,0.0964912280702,0.09,0.132
2055,YGL263W,chrVII,2790,3932,137,70,54,1143,0.119860017498,0.14,0.108
2056,YGL262W,chrVII,5312,5839,49,36,67,528,0.092803030303,0.072,0.134
2057,YGL261C,chrVII,6290,6652,19,67,48,363,0.0523415977961,0.134,0.096
2058,YGL260W,chrVII,6860,7090,20,36,52,231,0.0865800865801,0.072,0.104
2059,YGL259W,chrVII,8470,8967,53,46,55,498,0.106425702811,0.092,0.11
2060,YGL258W-A,chrVII,9162,9395,22,52,51,234,0.0940170940171,0.104,0.102
2061,YGL258W,chrVII,11110,11730,51,59,64,621,0.0821256038647,0.118,0.128
2062,YGL257C,chrVII,12481,14157,171,50,47,1677,0.101967799642,0.1,0.094
2063,YGL256W,chrVII,15159,16307,100,45,53,1149,0.0870322019147,0.09,0.106
2064,YGL255W,chrVII,20978,22108,88,44,56,1131,0.077807250221,0.088,0.112
2065,YGL254W,chrVII,22304,23203,80,36,35,900,0.0888888888889,0.072,0.07
2066,YGL253W,chrVII,23935,25395,135,43,69,1461,0.0924024640657,0.086,0.138
2067,YGL252C,chrVII,25718,27484,159,58,56,1767,0.0899830220713,0.116,0.112
2068,YGL251C,chrVII,27921,31636,379,57,43,3716,0.10199138859,0.114,0.086
2069,YGL250W,chrVII,31910,32635,64,50,54,726,0.0881542699725,0.1,0.108
2070,YGL249W,chrVII,33098,35212,221,53,50,2115,0.104491725768,0.106,0.1
2071,YGL248W,chrVII,35653,36762,104,54,51,1110,0.0936936936937,0.108,0.102
2072,YGL247W,chrVII,36933,37526,63,49,59,594,0.106060606061,0.098,0.118
2073,YGL246C,chrVII,37617,38780,124,55,49,1164,0.106529209622,0.11,0.098
2074,YGL245W,chrVII,39023,41149,203,54,57,2127,0.0954395862717,0.108,0.114
2075,YGL244W,chrVII,41498,43174,146,61,60,1677,0.0870602265951,0.122,0.12
2076,YGL243W,chrVII,43307,44509,138,51,52,1203,0.114713216958,0.102,0.104
2077,YGL242C,chrVII,44652,45197,53,61,54,546,0.0970695970696,0.122,0.108
2078,YGL241W,chrVII,45445,48459,345,56,44,3015,0.114427860697,0.112,0.088
2079,YGL240W,chrVII,48613,49365,59,52,40,753,0.0783532536521,0.104,0.08
2080,YGL239C,chrVII,49431,49745,25,36,54,315,0.0793650793651,0.072,0.108
2081,YGL238W,chrVII,49552,52434,305,37,55,2883,0.105792577177,0.074,0.11
2082,YGL237C,chrVII,52731,53528,59,57,43,798,0.0739348370927,0.114,0.086
2083,YGL236C,chrVII,53787,55796,136,46,40,2010,0.0676616915423,0.092,0.08
2084,YGL235W,chrVII,55279,55815,33,31,42,537,0.0614525139665,0.062,0.084
2085,YGL234W,chrVII,56482,58890,183,47,53,2409,0.0759651307597,0.094,0.106
2086,YGL233W,chrVII,59122,61854,313,52,53,2733,0.114526161727,0.104,0.106
2087,YGL232W,chrVII,62075,63002,95,55,47,928,0.102370689655,0.11,0.094
2088,YGL231C,chrVII,63048,63620,51,64,51,573,0.0890052356021,0.128,0.102
2089,YGL230C,chrVII,63772,64215,41,48,54,444,0.0923423423423,0.096,0.108
2090,YGL229C,chrVII,64503,66959,265,51,40,2457,0.107855107855,0.102,0.08
2091,YGL228W,chrVII,67598,69331,155,42,46,1734,0.0893886966551,0.084,0.092
2092,YGL227W,chrVII,69671,72547,291,37,55,2877,0.101147028154,0.074,0.11
2093,YGL226C-A,chrVII,72749,73158,46,56,34,410,0.112195121951,0.112,0.068
2094,YGL226W,chrVII,73340,73711,23,56,55,372,0.0618279569892,0.112,0.11
2095,YGL225W,chrVII,76894,77907,83,43,47,1014,0.0818540433925,0.086,0.094
2096,YGL224C,chrVII,78015,78857,84,39,65,843,0.0996441281139,0.078,0.13
2097,YGL223C,chrVII,79112,80365,133,66,48,1254,0.106060606061,0.132,0.096
2098,YGL222C,chrVII,80659,81186,37,61,43,528,0.0700757575758,0.122,0.086
2099,YGL221C,chrVII,81426,82292,69,42,42,867,0.0795847750865,0.084,0.084
2100,YGL220W,chrVII,82374,82736,27,41,42,363,0.0743801652893,0.082,0.084
2101,YGL219C,chrVII,82878,84257,120,44,49,1380,0.0869565217391,0.088,0.098
2102,YGL218W,chrVII,83650,84300,58,44,51,651,0.0890937019969,0.088,0.102
2103,YGL217C,chrVII,84839,85180,24,51,41,342,0.0701754385965,0.102,0.082
2104,YGL216W,chrVII,84885,87302,199,50,42,2418,0.0822994210091,0.1,0.084
2105,YGL215W,chrVII,87981,89339,129,44,67,1359,0.0949227373068,0.088,0.134
2106,YGL214W,chrVII,90010,90495,50,71,47,486,0.102880658436,0.142,0.094
2107,YGL213C,chrVII,90054,91247,114,68,49,1194,0.0954773869347,0.136,0.098
2108,YGL212W,chrVII,91432,92382,75,45,45,951,0.0788643533123,0.09,0.09
2109,YGL211W,chrVII,92512,93591,85,39,34,1080,0.0787037037037,0.078,0.068
2110,YGL210W,chrVII,93792,94460,53,38,54,669,0.0792227204783,0.076,0.108
2111,YGL209W,chrVII,95858,97006,85,33,43,1149,0.0739773716275,0.066,0.086
2112,YGL208W,chrVII,97338,98585,88,47,53,1248,0.0705128205128,0.094,0.106
2113,YGL207W,chrVII,98969,102076,308,54,55,3108,0.0990990990991,0.108,0.11
2114,YGL206C,chrVII,102543,107504,490,56,49,4962,0.0987505038291,0.112,0.098
2115,YGL205W,chrVII,108158,110404,214,51,63,2247,0.0952380952381,0.102,0.126
2116,YGL204C,chrVII,111700,112005,28,58,57,306,0.0915032679739,0.116,0.114
2117,YGL203C,chrVII,112475,114664,211,56,49,2190,0.0963470319635,0.112,0.098
2118,YGL202W,chrVII,116059,117561,128,50,51,1503,0.0851630073187,0.1,0.102
2119,YGL201C,chrVII,117854,120907,285,50,41,3054,0.0933202357564,0.1,0.082
2120,YGL200C,chrVII,122694,123305,47,42,36,612,0.0767973856209,0.084,0.072
2121,YGL199C,chrVII,123572,124042,23,43,39,471,0.0488322717622,0.086,0.078
2122,YGL198W,chrVII,123591,124298,40,39,43,708,0.0564971751412,0.078,0.086
2123,YGL197W,chrVII,124698,129161,418,45,49,4464,0.0936379928315,0.09,0.098
2124,YGL196W,chrVII,129883,131169,135,50,60,1287,0.104895104895,0.1,0.12
2125,YGL195W,chrVII,131525,139543,765,62,62,8019,0.0953984287318,0.124,0.124
2126,YGL194C-A,chrVII,139719,139961,31,49,49,243,0.127572016461,0.098,0.098
2127,YGL194C,chrVII,140368,141726,113,56,50,1359,0.0831493745401,0.112,0.1
2128,YGL193C,chrVII,141916,142227,29,44,50,312,0.0929487179487,0.088,0.1
2129,YGL192W,chrVII,142246,144048,167,50,48,1803,0.0926234054354,0.1,0.096
2130,YGL191W,chrVII,144808,145197,40,41,69,390,0.102564102564,0.082,0.138
2131,YGL190C,chrVII,145809,147389,162,63,40,1581,0.102466793169,0.126,0.08
2132,YGL189C,chrVII,148229,148966,77,52,50,738,0.10433604336,0.104,0.1
2133,YGL188C-A,chrVII,148824,148964,15,58,50,141,0.106382978723,0.116,0.1
2134,YGL188C,chrVII,149343,149516,28,43,50,174,0.16091954023,0.086,0.1
2135,YGL187C,chrVII,149704,150525,75,62,49,822,0.0912408759124,0.124,0.098
2136,YGL186C,chrVII,151037,152776,157,48,47,1740,0.0902298850575,0.096,0.094
2137,YGL185C,chrVII,153167,154306,95,47,59,1140,0.0833333333333,0.094,0.118
2138,YGL184C,chrVII,154615,156012,128,48,56,1398,0.0915593705293,0.096,0.112
2139,YGL183C,chrVII,156543,157285,69,56,42,743,0.092866756393,0.112,0.084
2140,YGL182C,chrVII,157273,157596,27,44,46,324,0.0833333333333,0.088,0.092
2141,YGL181W,chrVII,157906,159096,80,49,34,1191,0.0671704450042,0.098,0.068
2142,YGL180W,chrVII,160065,162758,281,46,67,2694,0.104305864885,0.092,0.134
2143,YGL179C,chrVII,163409,165091,154,68,46,1683,0.0915032679739,0.136,0.092
2144,YGL178W,chrVII,167352,170571,335,51,50,3220,0.104037267081,0.102,0.1
2145,YGL177W,chrVII,167559,167906,30,42,36,348,0.0862068965517,0.084,0.072
2146,YGL176C,chrVII,171415,173079,163,62,45,1665,0.0978978978979,0.124,0.09
2147,YGL175C,chrVII,173285,174322,101,51,41,1038,0.097302504817,0.102,0.082
2148,YGL174W,chrVII,174545,175345,64,51,49,801,0.0799001248439,0.102,0.098
2149,YGL173C,chrVII,175527,180113,468,55,48,4587,0.102027468934,0.11,0.096
2150,YGL172W,chrVII,180700,182118,100,51,47,1419,0.0704721634954,0.102,0.094
2151,YGL171W,chrVII,182390,184084,164,37,53,1695,0.0967551622419,0.074,0.106
2152,YGL170C,chrVII,184153,185394,128,49,47,1242,0.10305958132,0.098,0.094
2153,YGL169W,chrVII,186059,187339,122,51,62,1281,0.0952380952381,0.102,0.124
2154,YGL168W,chrVII,187464,187796,41,63,51,333,0.123123123123,0.126,0.102
2155,YGL167C,chrVII,187616,190468,278,65,50,2853,0.0974412898703,0.13,0.1
2156,YGL166W,chrVII,191129,191806,48,49,50,678,0.070796460177,0.098,0.1
2157,YGL165C,chrVII,191398,191976,58,37,35,579,0.100172711572,0.074,0.07
2158,YGL164C,chrVII,191978,193300,117,55,54,1323,0.0884353741497,0.11,0.108
2159,YGL163C,chrVII,193707,196403,239,53,40,2697,0.0886169818317,0.106,0.08
2160,YGL162W,chrVII,198138,199037,71,35,59,900,0.0788888888889,0.07,0.118
2161,YGL161C,chrVII,199210,200142,81,65,50,933,0.0868167202572,0.13,0.1
2162,YGL160W,chrVII,200561,202273,164,48,54,1713,0.0957384705196,0.096,0.108
2163,YGL159W,chrVII,202721,203833,126,51,66,1113,0.11320754717,0.102,0.132
2164,YGL158W,chrVII,207033,208571,129,37,65,1539,0.083820662768,0.074,0.13
2165,YGL157W,chrVII,209006,210049,113,65,54,1044,0.108237547893,0.13,0.108
2166,YGL156W,chrVII,210416,213667,305,57,57,3252,0.0937884378844,0.114,0.114
2167,YGL155W,chrVII,214081,215211,112,51,44,1131,0.0990274093722,0.102,0.088
2168,YGL154C,chrVII,215278,216096,75,50,52,819,0.0915750915751,0.1,0.104
2169,YGL153W,chrVII,216273,217298,89,51,49,1026,0.0867446393762,0.102,0.098
2170,YGL152C,chrVII,216692,217369,60,50,43,678,0.0884955752212,0.1,0.086
2171,YGL151W,chrVII,217524,220922,350,45,45,3399,0.102971462195,0.09,0.09
2172,YGL150C,chrVII,221104,225573,437,56,31,4470,0.0977628635347,0.112,0.062
2173,YGL149W,chrVII,225572,225877,17,57,35,306,0.0555555555556,0.114,0.07
2174,YGL148W,chrVII,226399,227529,82,36,55,1131,0.0725022104332,0.072,0.11
2175,YGL147C,chrVII,227754,228329,50,46,51,576,0.0868055555556,0.092,0.102
2176,YGL146C,chrVII,228751,229686,83,46,51,936,0.0886752136752,0.092,0.102
2177,YGL145W,chrVII,230243,232348,233,56,50,2106,0.110636277303,0.112,0.1
2178,YGL144C,chrVII,232450,234507,196,57,37,2058,0.0952380952381,0.114,0.074
2179,YGL143C,chrVII,234717,235958,98,49,52,1242,0.0789049919485,0.098,0.104
2180,YGL142C,chrVII,236269,238119,186,45,40,1851,0.100486223663,0.09,0.08
2181,YGL141W,chrVII,238353,241085,290,44,63,2733,0.106110501281,0.088,0.126
2182,YGL140C,chrVII,241353,245012,347,60,45,3660,0.0948087431694,0.12,0.09
2183,YGL139W,chrVII,245716,248124,220,49,67,2409,0.0913242009132,0.098,0.134
2184,YGL138C,chrVII,248494,249531,120,62,58,1038,0.115606936416,0.124,0.116
2185,YGL137W,chrVII,249869,252738,267,57,55,2870,0.093031358885,0.114,0.11
2186,YGL136C,chrVII,252897,253859,89,39,52,963,0.0924195223261,0.078,0.104
